timestamp, name, memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
2026/04/28 19:12:48.618, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 0 %, 0 %
2026/04/28 19:12:49.622, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:50.623, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:51.624, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:52.626, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:53.627, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:54.628, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:55.630, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:56.631, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:57.632, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:58.633, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:12:59.635, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:00.636, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:01.637, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:02.638, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:03.639, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:04.639, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:05.640, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:06.641, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:07.642, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:08.644, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:09.645, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:10.647, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:11.648, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:12.649, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:13.651, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:14.652, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:15.653, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:16.655, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:17.656, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:18.657, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 98 %
2026/04/28 19:13:19.659, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:20.660, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:21.661, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:22.663, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:23.663, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:24.664, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:25.666, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:26.667, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:27.668, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 93 %
2026/04/28 19:13:28.669, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:29.670, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:30.671, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:31.673, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:32.674, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:33.675, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:34.677, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:35.678, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:36.679, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:37.681, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:38.682, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:39.683, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:40.684, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:41.685, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:42.686, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:43.687, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:44.687, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:45.688, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:46.690, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
2026/04/28 19:13:47.691, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 100 %, 100 %
