timestamp, name, memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
2026/04/28 19:14:17.825, NVIDIA L4, 23034 MiB, 20280 MiB, 2284 MiB, 0 %, 0 %
2026/04/28 19:14:18.829, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 72 %
2026/04/28 19:14:19.829, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:20.830, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:21.831, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:22.831, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:23.832, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:24.834, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 79 %
2026/04/28 19:14:25.835, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:26.836, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 89 %
2026/04/28 19:14:27.838, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 96 %
2026/04/28 19:14:28.839, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:29.839, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 93 %
2026/04/28 19:14:30.840, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:31.840, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:32.841, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 95 %
2026/04/28 19:14:33.843, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 93 %
2026/04/28 19:14:34.844, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 100 %
2026/04/28 19:14:35.845, NVIDIA L4, 23034 MiB, 20348 MiB, 2216 MiB, 100 %, 94 %
