timestamp, name, memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
2026/04/28 23:02:41.434, NVIDIA L4, 23034 MiB, 14020 MiB, 8544 MiB, 0 %, 0 %
2026/04/28 23:02:42.442, NVIDIA L4, 23034 MiB, 14080 MiB, 8484 MiB, 0 %, 0 %
2026/04/28 23:02:43.443, NVIDIA L4, 23034 MiB, 14130 MiB, 8434 MiB, 96 %, 100 %
2026/04/28 23:02:44.444, NVIDIA L4, 23034 MiB, 14130 MiB, 8434 MiB, 98 %, 100 %
2026/04/28 23:02:45.445, NVIDIA L4, 23034 MiB, 14130 MiB, 8434 MiB, 89 %, 95 %
2026/04/28 23:02:46.447, NVIDIA L4, 23034 MiB, 14130 MiB, 8434 MiB, 91 %, 99 %
2026/04/28 23:02:47.448, NVIDIA L4, 23034 MiB, 14130 MiB, 8434 MiB, 98 %, 100 %
2026/04/28 23:02:48.449, NVIDIA L4, 23034 MiB, 14130 MiB, 8434 MiB, 97 %, 100 %
2026/04/28 23:02:49.450, NVIDIA L4, 23034 MiB, 14130 MiB, 8434 MiB, 97 %, 100 %
2026/04/28 23:02:50.450, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:02:51.450, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 96 %, 100 %
2026/04/28 23:02:52.452, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 89 %, 97 %
2026/04/28 23:02:53.452, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:02:54.452, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 92 %, 99 %
2026/04/28 23:02:55.454, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 90 %, 97 %
2026/04/28 23:02:56.455, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:02:57.456, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 90 %, 97 %
2026/04/28 23:02:58.458, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:02:59.459, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 90 %, 100 %
2026/04/28 23:03:00.460, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 89 %, 96 %
2026/04/28 23:03:01.462, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:02.463, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:03.463, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 96 %
2026/04/28 23:03:04.465, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 100 %
2026/04/28 23:03:05.465, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:03:06.466, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:07.467, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 100 %
2026/04/28 23:03:08.468, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 89 %, 100 %
2026/04/28 23:03:09.469, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 90 %, 97 %
2026/04/28 23:03:10.469, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:03:11.471, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:03:12.471, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 89 %, 99 %
2026/04/28 23:03:13.472, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:14.474, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 100 %
2026/04/28 23:03:15.475, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 88 %, 99 %
2026/04/28 23:03:16.477, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 100 %
2026/04/28 23:03:17.478, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:03:18.478, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 100 %
2026/04/28 23:03:19.479, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:20.480, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:21.481, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 89 %, 100 %
2026/04/28 23:03:22.482, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 100 %
2026/04/28 23:03:23.484, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 99 %
2026/04/28 23:03:24.485, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:03:25.486, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 90 %, 100 %
2026/04/28 23:03:26.489, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 100 %
2026/04/28 23:03:27.490, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 89 %, 93 %
2026/04/28 23:03:28.490, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:29.491, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 100 %
2026/04/28 23:03:30.492, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 96 %, 100 %
2026/04/28 23:03:31.493, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:32.494, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:33.495, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 96 %
2026/04/28 23:03:34.497, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:35.497, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 95 %, 100 %
2026/04/28 23:03:36.497, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 100 %
2026/04/28 23:03:37.497, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:38.498, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:03:39.498, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:03:40.500, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 97 %, 100 %
2026/04/28 23:03:41.500, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:42.501, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 89 %, 99 %
2026/04/28 23:03:43.501, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:44.502, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 96 %, 100 %
2026/04/28 23:03:45.503, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 87 %, 95 %
2026/04/28 23:03:46.505, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 91 %, 99 %
2026/04/28 23:03:47.507, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 89 %, 99 %
2026/04/28 23:03:48.507, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
2026/04/28 23:03:49.508, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 90 %, 100 %
2026/04/28 23:03:50.510, NVIDIA L4, 23034 MiB, 14134 MiB, 8430 MiB, 98 %, 100 %
